ExifTool Version Number,File Name,Directory,File Size,File Modification Date/Time,File Access Date/Time,File Inode Change Date/Time,File Permissions,File Type,File Type Extension,MIME Type,JFIF Version,Exif Byte Order,Image Description,Camera Model Name,Orientation,X Resolution,Y Resolution,Resolution Unit,Software,Modify Date,Y Cb Cr Positioning,Exposure Time,F Number,Exposure Program,ISO,Exif Version,Date/Time Original,Create Date,Components Configuration,Compressed Bits Per Pixel,Shutter Speed Value,Aperture Value,Exposure Compensation,Max Aperture Value,Subject Distance,Metering Mode,Light Source,Flash,Focal Length,Warning,Make,Speed X,Speed Y,Speed Z,Pitch,Yaw,Roll,Camera Pitch,Camera Yaw,Camera Roll,Flashpix Version,Color Space,Exif Image Width,Exif Image Height,Interoperability Index,Interoperability Version,Exposure Index,File Source,Scene Type,Custom Rendered,Exposure Mode,White Balance,Digital Zoom Ratio,Focal Length In 35mm Format,Scene Capture Type,Gain Control,Contrast,Saturation,Sharpness,Subject Distance Range,Serial Number,GPS Version ID,GPS Latitude Ref,GPS Longitude Ref,GPS Altitude Ref,XP Comment,XP Keywords,Compression,Thumbnail Offset,Thumbnail Length,About,Format,Absolute Altitude,Relative Altitude,Gimbal Roll Degree,Gimbal Yaw Degree,Gimbal Pitch Degree,Flight Roll Degree,Flight Yaw Degree,Flight Pitch Degree,Cam Reverse,Gimbal Reverse,Self Data,Calibrated Focal Length,Calibrated Optical Center X,Calibrated Optical Center Y,Rtk Flag,Version,Has Settings,Has Crop,Already Applied,Image Width,Image Height,Encoding Process,Bits Per Sample,Color Components,Y Cb Cr Sub Sampling,Aperture,Image Size,Megapixels,Scale Factor To 35 mm Equivalent,Shutter Speed,Thumbnail Image,GPS Altitude,GPS Latitude,GPS Longitude,Circle Of Confusion,Field Of View,GPS Position,Hyperfocal Distance,Light Value,unix_Modify Date,unix_Date/Time Original,FloatGPSLatitude,FloatGPSLongitude,Speed,isSpeedWithinLimits,isMegaPixelGreaterThan12,isAltitudeWithinLimits,Angle,isWhiteBalanceAuto,QC Status,MPF Version,Number Of Images,MP Image Flags,MP Image Format,MP Image Type,MP Image Length,MP Image Start,Dependent Image 1 Entry Number,Dependent Image 2 Entry Number,Image UID List,Total Frames,Preview Image
12.65,DJI_0010.JPG,Images/102,7.8 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0010.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:53,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:53,2022:09:26 12:58:53,"-, Cr, Cb, Y",3.557467825,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,+0.00,+0.00,+0.20,-4.30,-168.90,+0.80,-90.00,-165.10,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10281,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-165.10,-90.00,+0.80,-168.90,-4.30,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10281 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.59"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.59"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177333.0,1664177333.0,21.348219444444442,72.02231666666667,0.11547005383792516,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),247508,7518579,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 247508 bytes, use -b option to extract)"
12.65,DJI_0008.JPG,Images/102,7.4 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0008.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:50,Centered,1/2500,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:50,2022:09:26 12:57:50,"-, Cr, Cb, Y",3.386558637,1/2499,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-6.30,-0.60,-0.20,-26.60,-173.70,+1.80,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11231,DJI Meta Data,image/jpg,+75.93,+50.40,+0.00,-172.90,-90.00,+1.80,-173.70,-26.60,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2500,"(Binary data 11231 bytes, use -b option to extract)",75.9 m Above Sea Level,"21 deg 20' 52.38"" N","72 deg 1' 20.19"" E",0.011 mm,73.7 deg,"21 deg 20' 52.38"" N, 72 deg 1' 20.19"" E",2.51 m,14.3,1664177270.0,1664177270.0,21.347883333333332,72.022275,3.655589327773749,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),268439,7159705,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 268439 bytes, use -b option to extract)"
12.65,DJI_0017.JPG,Images/102,7.5 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0017.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:59:00,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:59,2022:09:26 12:58:59,"-, Cr, Cb, Y",3.420142095,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-8.30,-0.90,+0.00,-12.30,-173.30,+2.00,-90.00,-173.00,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11295,DJI Meta Data,image/jpg,+75.53,+50.00,+0.00,-173.00,-90.00,+2.00,-173.30,-12.30,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11295 bytes, use -b option to extract)",75.5 m Above Sea Level,"21 deg 20' 52.73"" N","72 deg 1' 20.23"" E",0.011 mm,73.7 deg,"21 deg 20' 52.73"" N, 72 deg 1' 20.23"" E",2.51 m,13.9,1664177340.0,1664177339.0,21.347980555555555,72.02228611111111,4.820096817838137,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),271693,7230474,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 271693 bytes, use -b option to extract)"
12.65,DJI_0007.JPG,Images/102,7.6 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0007.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:47,Centered,1/2500,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:47,2022:09:26 12:57:47,"-, Cr, Cb, Y",3.472169024,1/2499,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-8.30,-0.90,+0.10,-1.00,-172.90,+2.40,-90.00,-173.00,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11304,DJI Meta Data,image/jpg,+75.83,+50.30,+0.00,-173.00,-90.00,+2.40,-172.90,-1.00,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2500,"(Binary data 11304 bytes, use -b option to extract)",75.8 m Above Sea Level,"21 deg 20' 52.84"" N","72 deg 1' 20.25"" E",0.011 mm,73.7 deg,"21 deg 20' 52.84"" N, 72 deg 1' 20.25"" E",2.51 m,14.3,1664177267.0,1664177267.0,21.34801111111111,72.02229166666666,4.820442579957433,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),275193,7340018,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 275193 bytes, use -b option to extract)"
12.65,DJI_0015.JPG,Images/102,7.7 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0015.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:58,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:57,2022:09:26 12:58:57,"-, Cr, Cb, Y",3.495997819,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.10,-0.80,+0.10,-23.80,-173.60,+1.20,-89.90,-172.80,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11307,DJI Meta Data,image/jpg,+75.93,+50.40,+0.00,-172.80,-89.90,+1.20,-173.60,-23.80,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11307 bytes, use -b option to extract)",75.9 m Above Sea Level,"21 deg 20' 53.20"" N","72 deg 1' 20.29"" E",0.011 mm,73.7 deg,"21 deg 20' 53.20"" N, 72 deg 1' 20.29"" E",2.51 m,13.9,1664177338.0,1664177337.0,21.34811111111111,72.02230277777778,4.125530268947253,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),276604,7390189,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 276604 bytes, use -b option to extract)"
12.65,DJI_0011.JPG,Images/102,7.8 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0011.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:54,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:54,2022:09:26 12:58:54,"-, Cr, Cb, Y",3.566626388,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-0.60,-0.10,+0.00,-16.20,-172.80,+1.00,-90.00,-168.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11481,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-168.90,-90.00,+1.00,-172.80,-16.20,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11481 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177334.0,1664177334.0,21.348216666666666,72.02231666666667,0.3511884584284246,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),247057,7539061,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 247057 bytes, use -b option to extract)"
12.65,DJI_0006.JPG,Images/102,7.7 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0006.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:46,Centered,1/2500,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:46,2022:09:26 12:57:46,"-, Cr, Cb, Y",3.522552523,1/2499,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-6.40,-0.70,+0.00,-25.10,-173.90,+1.80,-90.00,-173.10,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11386,DJI Meta Data,image/jpg,+75.83,+50.30,+0.00,-173.10,-90.00,+1.80,-173.90,-25.10,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2500,"(Binary data 11386 bytes, use -b option to extract)",75.8 m Above Sea Level,"21 deg 20' 53.28"" N","72 deg 1' 20.30"" E",0.011 mm,73.7 deg,"21 deg 20' 53.28"" N, 72 deg 1' 20.30"" E",2.51 m,14.3,1664177266.0,1664177266.0,21.348133333333333,72.02230555555555,3.717077705223106,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),243050,7446175,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 243050 bytes, use -b option to extract)"
12.65,DJI_0002.JPG,Images/102,7.8 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0002.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:43,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:42,2022:09:26 12:57:42,"-, Cr, Cb, Y",3.587840893,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,+0.00,+0.00,+0.00,-10.20,-174.90,+1.50,-90.00,-176.70,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10373,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-176.70,-90.00,+1.50,-174.90,-10.20,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10373 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177263.0,1664177262.0,21.348216666666666,72.02231666666667,0.0,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),251796,7582617,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 251796 bytes, use -b option to extract)"
12.65,DJI_0016.JPG,Images/102,7.6 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0016.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:59,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:58,2022:09:26 12:58:58,"-, Cr, Cb, Y",3.459518883,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.80,-0.90,+0.10,-13.30,-173.50,+1.40,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11389,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-172.90,-90.00,+1.40,-173.50,-13.30,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11389 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 52.96"" N","72 deg 1' 20.26"" E",0.011 mm,73.7 deg,"21 deg 20' 52.96"" N, 72 deg 1' 20.26"" E",2.51 m,13.9,1664177339.0,1664177338.0,21.348044444444444,72.02229444444444,4.533578424747203,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),274120,7313470,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 274120 bytes, use -b option to extract)"
12.65,DJI_0018.JPG,Images/102,7.5 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:37+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0018.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:59:01,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:59:00,2022:09:26 12:59:00,"-, Cr, Cb, Y",3.400368204,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.80,-0.80,-0.10,-9.10,-173.20,+2.60,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11319,DJI Meta Data,image/jpg,+75.53,+50.00,+0.00,-172.90,-90.00,+2.60,-173.20,-9.10,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11319 bytes, use -b option to extract)",75.5 m Above Sea Level,"21 deg 20' 52.43"" N","72 deg 1' 20.19"" E",0.011 mm,73.7 deg,"21 deg 20' 52.43"" N, 72 deg 1' 20.19"" E",2.51 m,13.9,1664177341.0,1664177340.0,21.347897222222223,72.022275,4.527324449016954,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),270748,7188867,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 270748 bytes, use -b option to extract)"
12.65,DJI_0012.JPG,Images/102,7.8 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0012.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:55,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:54,2022:09:26 12:58:54,"-, Cr, Cb, Y",3.56030773,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-0.60,-0.10,+0.00,-16.20,-172.80,+1.00,-90.00,-172.50,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11449,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-172.50,-90.00,+1.00,-172.80,-16.20,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11449 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177335.0,1664177334.0,21.348216666666666,72.02231666666667,0.3511884584284246,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),245048,7525726,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 245048 bytes, use -b option to extract)"
12.65,DJI_0004.JPG,Images/102,7.7 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0004.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:44,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:44,2022:09:26 12:57:44,"-, Cr, Cb, Y",3.54467424,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-2.00,-0.10,+0.00,-21.00,-173.60,+1.60,-90.00,-173.00,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10285,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-173.00,-90.00,+1.60,-173.60,-21.00,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10285 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.55"" N","72 deg 1' 20.33"" E",0.011 mm,73.7 deg,"21 deg 20' 53.55"" N, 72 deg 1' 20.33"" E",2.51 m,13.9,1664177264.0,1664177264.0,21.348208333333332,72.02231388888889,1.1561430130683084,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),249061,7491648,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 249061 bytes, use -b option to extract)"
